gene_name	MMRF_1879_1_BM_CD138pos_T2_TSMRU_L05344	MMRF_2453_1_BM_CD138pos_T2_TSMRU_L10609
HMG20B	18.7176	18.28
CALCRL	2.0153	2.5957
TAF11	23.8564	18.3836
ANKS1A	3.6979	3.9796
AP3D1	31.2124	40.4323
ZNF76	16.3876	7.6914
SLC9A3R2	0.3918	3.5217
NTHL1	2.0363	8.4535
UHRF1BP1	8.6443	7.8294
GNAI3	1.9896	2.0614
IPO5	9.9667	20.3639
OAT	15.7291	20.1846
WDR3	2.2281	7.0919
PKN2	11.1849	7.3243
WDR18	8.9489	18.6209
TRAM2	51.5276	52.0329
NTN1	0.0572	0.0104
GLP2R	0	0
MCM10	0.184	0.8505
DGKA	8.9493	3.5787
ERBB3	0	0.0077
ROPN1	0	0
ANKRD44	16.999	5.9458
KARS	17.3223	20.7842
ADAT1	3.5023	3.1168
PDIA5	17.8689	17.1171
TBC1D22B	5.9872	2.7626
NDUFB4	44.0606	59.7635
SPEN	23.2351	11.5443
MYLK	0.0422	0.0518
ZC3H15	26.0938	36.2814
MAP2K4	4.5414	4.8514
TMEM206	5.2742	10.4226
SNAP91	0.0034	0
SLK	4.87	6.5678
CYB5R4	3.7677	5.6304
COL17A1	0.0319	0.0722
GSTO2	0.1931	1.8502
SEC61A2	4.9379	1.8162
PRKCQ	0.0415	0.181
TLE2	0.0339	0.0328
ASB1	5.4868	3.5025
FAM107B	22.5235	18.0665
ME1	1.5355	3.7021
TBC1D1	28.6828	16.1334
CDK13	11.6302	8.8195
MTHFD2	9.0977	50.6489
SLC9A7	3.5933	1.3518
FOXJ2	8.1056	3.375
YBX1	154.5751	310.9644
PDE4A	7.1812	8.9171
PPP2R5A	17.7535	12.3117
CTNNA2	0.0061	0.7241
ELAVL1	9.0204	10.0575
TIE1	0	0.0594
DIP2B	6.0831	2.4474
SMARCD1	23.3845	15.1083
KDM4A	10.2816	8.8404
NFYC	11.5743	8.0993
ZMYND12	0.6025	0.5937
SLC9A3	1.229	1.381
NGEF	0.0244	0.0378
ASPM	1.4822	2.4899
CD84	0.8007	2.2315
ELOVL1	22.3572	22.194
SPI1	13.005	32.4545
ZNRD1	3.0304	3.9942
MPPED2	0.0445	0.0108
CLDN18	0	0
ZBTB11	7.6655	5.5757
ATXN3	1.2589	0.6352
GOLGA5	29.2666	28.0009
FGFR2	0.0091	0.0059
LRRC40	5.59	5.8744
ISOC1	18.7242	16.6345
EML1	0.2178	2.2935
TRMT11	7.6546	5.0417
THUMPD1	19.189	9.0097
MSANTD3	6.0775	8.7321
KIF26A	0.0675	0.0163
ATG2B	10.7318	5.62
ARFGEF1	7.0612	4.921
ACSM2B	0	0.0027
ZFAT	2.9336	1.0225
MTFR1	5.4335	5.0246
STAG3	0.5898	0.9496
FECH	8.3351	5.1702
MYO9A	2.2068	2.3077
DDX3Y	122.1691	0.0962
PFKP	0.132	0.644
IDI1	24.9123	10.838
SP100	13.2538	7.8214
KLF6	493.0607	322.5309
PPAP2A	5.1125	9.0939
NEO1	6.8013	6.8684
TRAM1	228.5109	259.7056
PHKA1	3.9465	4.2124
TNFRSF1A	5.1584	1.1196
CACNB1	0.4597	0.1245
EVI5	3.9153	3.523
STOML1	1.2032	1.212
PKM	24.0533	46.295
DHX29	9.2628	18.3789
DNTTIP2	8.161	7.4558
METTL22	2.0416	1.314
TP53BP1	4.7954	3.387
TRO	0.8013	0.0493
RRP15	2.6236	2.2752
RHOA	111.0823	199.5646
DHX8	5.5328	3.4313
PMS2P4	2.1727	1.7296
PRKCZ	2.9265	1.1455
ZFY	6.6548	0.004
IARS2	19.6712	14.9553
SYT1	8.1183	3.5612
NAV3	0.1043	0.0792
IDH3G	23.3652	22.885
ROGDI	2.2103	1.3074
PDZD4	0.0105	0.0356
ATP2B3	0	0
ROCK1	9.5754	5.9473
CBFB	11.0342	8.9658
PDK3	5.009	2.7129
HYAL2	0.9683	2.3085
HDAC4	1.9582	1.839
RASSF1	14.2154	17.2124
FGFR3	0.2736	0.096
IFI35	24.8254	18.3491
HEATR6	5.2276	1.8377
COASY	17.1248	26.3997
PLEKHH3	8.4365	6.0981
MEF2A	18.2621	21.5237
OTUD5	35.9437	29.2399
TFE3	17.9101	14.4917
TBC1D25	11.6633	7.898
ACSL4	14.0123	12.5024
INPP5A	5.0639	2.0205
GPKOW	11.781	11.5133
GRIPAP1	16.7063	11.1039
FTSJ1	28.9562	27.9949
PRR11	0.8104	2.2576
REEP1	0.0132	0.4594
ATP11A	4.6791	1.8175
POLR1A	3.1171	4.186
LAPTM4A	93.684	88.3192
TTC7A	17.0964	9.4374
IP6K2	11.9731	11.6765
STON1-GTF2A1L	0	0
SRBD1	6.1245	2.4781
KIF2A	11.4253	13.1031
RASGRP2	0.6034	0.1852
PSME4	9.5522	8.4635
IFT80	6.1337	3.5649
SIRT2	8.8295	10.8809
ERLEC1	104.9531	99.2354
PPP2R5B	10.9421	16.3961
PYGM	0.705	0.4301
PAGE1	0	0.2325
PITX1	0.0065	0.044
TRPC7	0	0
MAST4	0.679	0.596
GPR116	0	0.1926
SDK2	0.3281	0.0152
ADAM7	0	0
NUP133	8.4311	7.1169
NUCKS1	28.7492	6.9747
VPS35	5.0957	3.3338
DNAJA2	4.5201	4.7971
BCL3	6.0137	13.3334
KCNAB2	8.6581	10.8125
ABCC9	0	0.087
GAL	0	0.034
CLEC2D	20.3839	2.0256
FUNDC1	5.4114	4.6576
MAOB	0.0079	0.0153
RORA	6.4434	1.8731
DRD4	0.0618	0.2393
TGFBR3	0.9692	0.0584
KIAA1107	0.5255	0.2279
PLA2G10	0.2861	0.3563
HES2	0	0.7598
ATP1B3	9.01	29.0037
NEDD4	0.3559	0.136
PIGB	4.0766	2.3975
MAPK6	10.6125	8.316
GNB5	3.5211	3.4556
RAB27A	15.13	9.5801
CECR5	5.1787	7.151
UFD1L	14.6329	7.9215
LRP6	5.7112	2.3163
GUCY2C	0.2457	0.0212
SCT	0.0623	0.4828
PHRF1	15.9648	18.6462
IKBKAP	19.6056	21.1935
NUCB2	34.0763	13.6508
PFN2	8.4516	0.2568
PTPN3	0.0068	0.011
SPTB	0.0123	0.0329
DAPP1	19.7896	10.8547
FGF10	0.053	0.0807
SLC44A1	58.3935	17.9127
TMEM260	4.6808	3.7247
SMG6	2.206	3.0912
EXOC5	5.4437	4.3123
CLTCL1	0.0726	0.055
FGF22	0.1945	0.1989
FSTL3	0.4934	2.3464
DGCR2	12.6678	9.0767
RNF126	15.8237	19.144
MNT	3.1221	5.8106
ZXDC	7.9502	5.8936
JMJD6	4.8058	6.6461
POLB	4.6761	2.9534
ST6GALNAC1	0.0066	0.0064
WIPI1	26.4894	56.9608
FRMPD1	0.0194	0.0075
GBA2	35.066	41.2379
NDST1	6.0854	9.8214
ASNS	25.9661	83.6827
AP3M2	2.6015	1.0277
CNGB1	0.0062	0.0182
ST6GALNAC2	0.0332	0.1783
CHAT	0	0
PABPC1	201.9389	263.0841
TESK2	12.6645	9.9869
CFAP20	4.0613	4.5572
CSNK2A2	4.8941	5.9627
PTPN21	0.0123	0.0358
EIF2B3	5.6289	7.952
CAMK2A	0.0074	0
TCOF1	7.7782	10.5878
CDC42	48.3119	36.4537
OSBPL3	0.3322	6.8337
EPHA8	0.0085	0.0371
SLC12A3	0.6125	0.0858
RAD18	2.1226	1.7809
ATP2B1	10.9294	6.4127
TRPM5	0	0.0335
NCK2	14.4596	28.3971
MAP4K4	10.3291	5.6804
MGAT4A	2.053	1.9611
RPL31	119.7358	167.659
WDR1	20.2246	15.7076
SNX13	4.0459	3.5101
MS4A12	0.0124	0
ARHGAP10	0.8414	0.2012
RPS6KA2	4.3791	1.2755
ING3	9.0792	9.2522
VASH1	0.2209	0.5096
LMCD1	0.0733	0.0288
WBSCR22	12.7132	22.9225
SEL1L	251.1298	95.8654
TRIP13	0.2498	2.0971
ATP6AP1	24.2876	26.2943
TCF3	44.3081	47.4862
TRIB2	7.316	6.8123
DAZAP1	14.2701	13.578
MBD3	4.8977	7.1995
PRLH	0	0
HLTF	5.9657	13.6072
FAM50A	17.4553	26.5455
FAM3A	14.4788	9.3501
CPSF1	30.201	23.7035
MYO3B	0.778	0.0724
CYBRD1	0.9956	1.101
CDH19	0	0
PDCD2	7.7817	12.6233
SLC6A15	0.0078	0.005
RDH11	10.827	11.5765
PRKACA	10.1284	12.1335
LPHN1	0.8786	1.0124
SPP2	0	0
ACTN1	0.1245	0.95
ZFYVE26	3.7531	2.3149
RPS6KA6	4.3798	0.1559
EPN2	3.7965	3.5815
PTPN18	8.1354	12.5437
LIMS2	0.0081	0.0338
ASIC4	0.0652	0.021
SPEG	0.0407	0.037
LNX1	0.4023	0.4283
ALDH3A2	8.1684	10.3925
TFRC	7.6559	12.5747
SREBF1	2.6835	5.0228
TRPC5	0.0234	0.0189
AFF4	14.4847	9.7214
UBE2D1	4.206	3.9222
MPP5	3.3619	3.4005
RHOBTB1	0.9845	0.2692
SMC1A	11.6929	8.7098
HSD17B10	38.9592	39.442
MARK2	10.9086	11.8589
HMMR	0.9675	6.4761
CHFR	3.3951	3.2281
TRHDE	0.0458	0.0018
P4HA2	0.7563	7.1705
FCGR2B	17.7744	14.7468
NFATC3	3.1825	3.1555
TRNT1	3.8845	11.3364
ACADVL	142.3668	89.5745
STK10	12.9944	8.1004
FBXW11	13.9957	15.0622
ACAP1	10.9605	13.1559
CRMP1	0.0117	0.0341
EVC	0.0255	0.102
DERL2	18.093	9.5084
SIDT1	9.0476	6.6183
NDE1	1.8409	1.6541
MRVI1	0.0178	0.0688
TMEM38A	6.8826	8.8059
AP1M1	3.9002	4.3451
PVR	0.0583	0.1883
XRCC1	9.1172	12.5033
SCARB1	5.1432	6.6342
CYP2W1	0.1727	0.0717
MCM2	5.7961	3.0415
MOV10L1	0	0.0032
PANX2	1.2644	0.1353
SELO	14.06	13.4792
TP63	0.0031	0.0207
ALPK1	0.7271	0.5538
LLGL2	9.1684	7.3535
PDE8A	1.8911	1.8066
CLCN4	2.1933	0.8394
NLE1	2.1162	5.4988
SDHA	19.2341	27.4187
SMARCE1	6.1217	3.4128
FNDC8	0.0493	0.1273
GSDMB	6.5802	2.8429
KDM5A	10.4483	5.8131
ADAM11	0.8222	0.1528
PPP2R3A	0.5005	0.1691
FERMT2	0.3564	0.1298
ABCB11	0.1992	0.0043
DHRS9	7.2787	28.9268
CD5L	13.7783	0.9533
PTGS2	22.461	28.1208
IGF2BP2	0.0096	0.1073
MAP3K13	4.527	3.344
ST6GAL1	226.3393	118.1969
TBX21	8.5227	2.4336
VDAC1P1	0.242	0.2084
FRY	0.5994	0.0299
PICALM	24.3431	22.7472
NSF	9.7134	15.9451
GLI2	0	0.0089
CLASP1	8.3891	4.5128
MRPS34	36.2102	63.9091
NOTCH3	0.0291	0.5925
CLNS1A	19.0289	26.48
PPP2R2C	0.005	0.0072
TEAD2	0	0.2594
EED	4.3389	2.3612
CDHR2	0.0554	0.1074
SNCB	0	0
TSG101	15.4138	20.7189
C17orf85	5.4815	3.965
ATP2A3	73.8009	120.4202
CA12	0.0062	0.1087
MGLL	0.4989	3.4875
NTN4	0	0
BCS1L	11.8367	11.675
NUAK1	0.026	0.041
DPP8	7.4342	6.2559
SLC24A1	1.6241	1.0456
ZNF532	21.0723	4.1438
SCARF1	0.7033	0.472
LMAN1	78.3257	60.9411
PTPLAD1	6.5996	11.6308
IPCEF1	0.0054	0.0209
ZZEF1	14.7232	7.2965
NOX3	0.067	0.0108
ENO1	44.7704	145.9234
SLC12A1	0.0329	0.0035
MYDGF	140.2418	208.9832
ANO8	7.204	3.1631
TUBE1	5.6116	6.9151
ARHGEF10L	4.7549	0.3278
TXK	1.3529	0.897
WSCD2	0.007	0
KCNQ2	0.002	0.0058
TACR2	0.3495	0.577
ACTR6	6.1956	6.042
TIPIN	1.5561	2.6137
SRI	20.4618	22.2447
EIF4G3	7.2189	13.4807
NUP37	5.2501	6.8251
SEMA3A	0.0706	0.0613
GTSE1	0.6289	2.3744
SEMA3C	0	1.1664
TTC38	12.6442	11.3405
ACAT1	10.8665	21.5662
GRAMD4	21.3558	10.9695
CELSR1	2.8971	1.0263
WNT8B	0.0864	0.5229
ZNF638	10.2187	8.7121
SLC25A40	5.2732	5.6688
TIMM21	4.431	4.729
ADD2	0.0108	0.0087
FGF4	0.0141	0
RASAL2	0.2757	0.212
VPS9D1	6.3992	3.2346
ZNF37A	9.2055	9.7798
MARK3	10.6	12.7646
SLC25A3	25.4225	34.066
FNDC3B	32.5684	16.7036
FOSL2	1.4051	7.4718
CACNG5	0	0.0168
CACNG4	0.0202	0.0261
FRYL	4.9445	3.0531
TMEM131	12.333	7.4898
FSCN1	1.0747	1.1068
ACTB	370.5327	454.2009
MOCOS	0.2178	0.0352
PLD1	0.1968	0.2731
ATP12A	0	0.005
WDR62	0.3989	1.4688
DLG1	10.7102	9.6276
RAB7A	50.826	48.6479
BCAP29	3.6446	3.3123
SEC31B	4.5761	5.3315
SART3	14.2067	8.0655
ARHGAP15	3.2777	5.3317
TUBA3D	0.5422	0.6358
PAX2	0.0037	0.0035
EXOSC7	4.5329	5.5594
KIFAP3	10.5403	4.6102
MKRN2	12.9787	16.7989
MCM6	9.491	9.6603
REXO2	14.1354	47.1325
RBM7	4.361	4.1627
RBMS2	0.1632	0.2057
BAZ2A	53.0723	23.6704
PTPN23	22.5703	12.3275
MLH1	11.834	10.5376
UNG	6.8666	5.9889
FMO4	1.9659	0.781
KLHL20	8.0083	4.9276
RGS11	0.4372	0.0875
SLC46A1	1.2423	1.8515
PLXNA2	0.0199	0.0817
SPAG5	2.392	4.747
ANKRD13A	20.8856	11.1313
TPD52	49.2611	40.2478
ACACB	7.8761	2.1472
TRAF4	4.4852	5.2433
PAG1	2.108	3.5308
GPATCH1	5.0351	5.0693
ICAM3	17.7089	52.5477
NT5C2	10.8928	4.691
MCAM	0.0645	0.2024
GPC4	0.0138	0.3028
MBNL3	7.2508	4.715
CAMSAP3	2.1744	3.7019
RAP1GAP	0.1545	0.1228
XAB2	18.2111	20.174
ARHGEF1	28.2422	17.0215
STXBP2	13.6553	11.5598
MAP2K7	17.09	16.958
NMRK2	0	0.1355
DGKD	35.6221	6.9446
CTTNBP2	0.0843	3.0864
ACTL6B	0	0.0092
RARB	0.074	0.1673
TOP2B	42.3762	28.5715
TM9SF3	43.6003	33.6321
NFKB2	52.1964	31.0734
UBE2T	1.7129	7.0724
PPP1R12B	1.4485	1.0133
DNAJC10	22.9262	12.2343
GTF3C1	8.2656	5.2823
IL4R	0.0774	0.9819
USP33	14.9844	7.4777
PAK3	0.188	0.0278
CAPN6	0.0128	0
DCX	0	0.0044
SNRPA	16.5444	27.6548
SPAG6	0.4224	1.8753
EXOSC5	5.8693	32.7168
DYNC1I2	6.0856	8.2472
APBB1IP	13.0368	12.2287
LRCH4	5.7391	3.4919
FAM76B	16.353	6.5877
SIRT6	5.8664	8.0364
TYR	0	0
POLD3	3.2209	2.2938
ACTN2	0	0
CAPZB	21.3099	20.8058
GPR137B	0.8691	3.4917
NAALAD2	0.3395	0.2223
JADE1	15.0471	7.2805
SLC25A43	4.2824	3.8433
UBE2A	8.3415	8.4317
FGFR1	0.0449	0.5323
FKBP6	0.0185	0.0179
SMC1B	0.8686	0.2077
FBLN1	0.0096	0.2789
ITGA8	33.8136	21.2022
CST7	0.2207	0.7125
MAP2	0.1164	0.6784
PIAS2	1.4806	1.5413
AMPH	0.1416	0.2508
ARAF	30.6339	17.3145
MCCC1	8.0636	7.7087
LAMP3	6.4238	24.9188
FAP	0.0098	0.0442
NEBL	0.2488	0.3931
ACER3	1.4775	2.2999
UBE2K	15.6555	13.872
PIK3C3	3.4861	2.0223
N4BP2	19.4526	5.17
C12orf5	2.0216	4.5667
TULP3	3.6918	5.9509
SYNJ2	1.471	2.0327
ADCY2	0.0013	0.0025
PPP2R5C	17.0595	12.7577
PMS2P1	9.0644	16.4604
RBFOX1	0.0056	0.0027
GNB1	48.0079	33.9087
HOXA9	0	0.0219
EDN1	0.7066	0.4346
MLLT10	13.3739	9.0367
ZCWPW1	2.9002	3.9943
ADCYAP1R1	0	0
FGF20	0.0135	0
P2RY10	30.2394	22.4191
ITM2A	40.2358	26.4284
NRD1	50.2821	53.3798
VDAC3	19.8772	11.4907
PCM1	9.991	4.8198
TNRC6C	2.6065	0.819
CBFA2T2	7.4892	4.2392
BRINP1	0	0.0057
ITCH	18.845	20.3951
PKD2L2	0.147	0.1472
TP53INP2	19.7125	4.8952
SDF4	49.6637	35.0814
MYH7B	1.1731	0.4289
BPIFB2	0	0
TP73	0.0539	0.1404
TOLLIP	7.2109	7.8452
UBE2D4	3.6287	5.9052
CLUL1	0.0474	0.0172
RUNX1T1	0.0017	0.0114
CDH17	0.0175	0.0226
THOC1	6.9602	3.7377
FKBP7	1.8731	4.7332
OSBPL6	0.0218	0.0192
SLC1A3	0.3567	2.2776
XRCC5	58.0653	34.9378
LXN	2.4713	3.8919
SP140	25.5072	20.7033
MKNK1	4.0265	3.1559
TNS1	0.1053	1.3909
REXO1	15.8291	15.8769
SAR1A	14.3499	17.6029
CDC14A	2.2845	0.7091
RAPGEF3	9.1661	3.9886
CEACAM1	1.3086	2.5831
SENP1	4.1133	2.9778
DUSP13	0	0.1691
CIC	20.5163	20.1712
LIPE	1.5549	2.533
FDFT1	10.8579	6.849
PAFAH1B3	4.0817	10.4916
OPHN1	0.0083	0.0349
AFM	0	0.0098
KIF22	9.3655	6.0087
SCGN	0	0.0149
LRRC16A	27.9311	23.2319
PGM1	9.0264	19.0154
DDX1	27.1636	21.7714
DNM2	24.204	22.8885
EPB41L2	6.627	2.8303
RIMS1	0.3031	0.0242
MOXD1	11.1149	7.787
STX7	6.0128	4.8619
RABL2B	5.3259	3.1044
KEAP1	10.8649	20.9255
DDX43	0.1137	0.1967
PTPRH	0.0367	0.0407
DCT	0.006	0.0351
SLC35C2	11.5109	10.5656
CRYBG3	7.9536	15.2611
EPHA6	7.7749	0.014
SCTR	0.0666	0.0451
RFX3	2.8174	1.6414
RIF1	5.6926	3.4301
RAB21	4.5461	3.9973
SLC4A4	0.1091	0.0291
SMARCA2	15.8284	14.7935
RDH8	0	0
SESN1	17.2012	11.8831
MID2	8.4305	1.9186
PIH1D3	0	0.0114
COL5A3	0.0101	0.2912
SRCAP	16.32	9.833
KIAA0020	8.3142	13.9123
CPB2	0.0387	0
CHRNA3	0.0144	0.0464
KCNN2	0	0
CNOT4	4.874	5.4945
PSEN1	8.6287	5.5471
CPOX	8.5215	6.5915
CLDND1	24.7785	17.8078
MOK	0.4888	0.1264
HSP90AA1	69.2081	236.8095
RBL1	4.366	1.8104
DLGAP4	6.5562	4.5313
IGSF9B	0.004	0.0499
CFHR2	0	0
CROCCP3	0.7363	0.1621
NDC80	1.3998	5.2828
AP4E1	6.7519	2.4883
RSBN1	8.1895	3.751
MAGI3	0.9952	0.3321
CXCL2	0.152	4.5649
AFP	0	0
COL4A4	18.1639	6.6343
TCF7	2.4745	0.1032
OSTM1	12.6497	7.5494
CDH7	0	0.0046
IMPG2	0.4239	0.1113
PCNP	54.3829	50.3858
EXD2	8.851	7.8506
ARG2	1.1222	0.2923
MEF2C	46.6826	25.4151
PTPRC	0.6647	2.3669
CACNA1S	0.0037	0.0036
PKP1	0	0.0071
UBA5	23.2805	22.6286
STK17B	32.4023	16.818
CDC14B	6.1029	5.597
ZNF510	4.0399	4.5251
LRP2	0.0154	0.0204
ZNF506	2.9947	2.2157
JMJD4	4.5659	4.4586
DUSP12	18.4804	13.2755
AACS	2.1224	1.7924
KIAA0141	18.9565	25.8981
SLC13A1	0	0.01
CADPS2	56.1365	16.701
PCDHB4	0.0238	0.2079
PCDHA6	0	0.0108
PCDHGA2	1.0377	0.2727
HSPB11	11.8947	7.9248
PHLPP1	0.0424	0.0821
ATP8B1	0.0686	0.1893
IL12RB2	3.7794	0.4423
SMARCD3	0.386	2.4944
WDR70	3.8194	4.4779
FYB	0.6542	1.3072
MPP4	0.1482	0.0718
STRADB	8.3981	5.1576
BZW1	10.7485	8.1769
PGR	0	0.013
C1QTNF3	1.3008	1.2786
ME2	6.3151	9.0071
C5orf22	7.9089	8.9582
CCNT2	18.7977	7.3409
FAM135A	0.6223	0.8907
COL19A1	1.0529	0.0104
EPB41L3	0.3418	0.4856
COBLL1	13.8333	5.6783
DLG3	2.596	1.2925
KCNK2	0	0.0056
SERTAD4	0	0.0283
TRAF5	6.4324	1.5571
MRPL22	3.2773	6.668
GEMIN5	3.5112	5.4858
OPRK1	0	0
NFE2L1	98.6846	52.5834
SEMA5B	0	0.0035
GSK3B	8.8808	4.8254
ITGB5	3.3071	1.7508
ERC1	9.0863	5.1961
XPO1	15.4954	17.4661
LINC01587	0	0
RNF13	20.1242	20.1499
TRPM3	0.0504	0.01
PALB2	3.1992	3.6341
DOPEY1	7.4572	2.7421
LYRM2	4.0698	3.082
BCKDHB	3.7081	5.2467
KAT6A	14.8203	3.2782
ZCCHC6	18.8726	22.4703
ULK2	0.3985	0.2334
GRHL2	0	0.0109
TNPO1	15.9946	8.8375
PLOD1	11.7658	19.9044
P2RX5	13.943	14.0279
ITGAE	3.8433	2.9431
DIS3	3.1821	6.3217
PIBF1	1.8873	4.2432
TDRD3	2.1886	6.8333
AC000111.6	0	0
NUFIP1	0.8032	2.119
PDS5B	2.5457	2.8756
OXCT1	7.813	11.5129
RRAGB	7.5563	5.2201
EPYC	0	0
CYLD	10.4104	5.187
SLC27A5	0.4859	0.6661
ZNF324	2.8383	2.4725
ZNF671	6.6304	6.1224
ZNF416	2.413	2.898
ZNF586	7.1325	6.8073
ZNF446	2.0658	1.8979
ZNF264	2.9987	2.7725
RPS5	200.1887	477.1916
FAT1	0.0127	0.2581
YTHDC1	26.7558	15.3286
CHMP2B	11.7759	12.6727
SMAP2	137.9288	90.9873
PPIE	12.3747	8.369
ZMPSTE24	14.7146	18.9346
STARD7	43.932	51.6528
NOA1	6.1231	14.3137
REST	7.3353	4.8814
HAL	0.7356	0.3133
SSH1	5.6611	2.5132
GSTP1	131.0778	66.2072
APLP2	28.3422	18.7711
KIAA1467	0.8073	3.2125
SLCO1A2	0	0.0038
WBP11	22.258	14.0634
EIF3I	83.4651	85.8819
NKAIN1	0.0153	0
COL16A1	0.0221	0.5791
TXLNA	30.8641	33.719
APOB	0.0015	0
NCOA1	12.417	4.7846
AGBL5	5.4601	5.059
EFR3B	0.0215	0.0292
KIF3C	0.5698	0.583
RAB10	30.6843	34.6441
GCKR	0.0072	0.007
HADHA	27.4161	37.2736
MAPRE3	5.643	3.3717
CAD	10.5621	11.3851
CD59	34.7396	38.3841
CD82	1.035	2.2448
BCORL1	5.6437	2.4641
ATRX	6.9832	5.2439
TAF9	6.9084	17.0822
FCN1	0.2426	0.9357
MYNN	4.7715	3.7855
MECOM	0.025	0.0413
SCAMP1	9.7714	12.1559
PREP	6.8069	9.0361
HACE1	1.5822	0.9086
SEH1L	3.1155	4.0885
WDR47	3.7893	2.9365
WDFY1	16.0521	7.272
OVGP1	1.7411	1.5402
SLC25A24	3.8411	4.2369
MAP3K4	5.7386	2.7867
PILRA	1.4664	8.908
IGSF9	0.031	0.0133
ABCB1	0.326	0.1598
ZNF213	2.1412	2.2112
AKR1B1	14.691	10.3441
CPNE3	14.6458	10.4832
RRN3	11.8294	9.3647
CTTN	15.0521	14.5327
WNT11	0.2754	0.7084
MTIF2	13.4425	16.1047
DDHD2	7.9701	2.7512
TTC39A	0.4189	0.1793
EPS15	23.2013	13.7844
ORC1	0.5995	1.0285
MGST2	2.157	0.4581
CHERP	10.1052	12.1336
ATG16L1	7.2176	4.7961
USP40	7.7659	2.1328
POMGNT1	13.2778	9.2658
RAD54L	1.2424	1.2516
MAST2	4.4291	5.7036
DNAJA1	44.2109	80.327
B4GALT1	133.9652	27.0008
CHMP5	16.3055	26.6353
NFX1	19.1465	22.4963
AQP6	0.0044	0.0129
DIMT1	9.7535	19.8653
IPO11	3.6261	2.7156
FOLH1	0	0.0231
EIF2AK1	37.3515	48.9286
NME8	0.3179	0.0272
EPDR1	0.4936	0.4936
SNX10	4.978	4.9476
SEPHS1	10.5862	11.9759
MRPL28	10.0166	13.6811
HBQ1	0.0851	0.1236
ITPKC	4.5269	5.5139
CEACAM6	0.0299	0.0145
FAT2	0.0486	0.0866
RBM22	18.3937	23.8419
TMED2	156.3872	89.7373
ERO1LB	25.2401	6.3451
ZFAND6	15.8465	22.7784
HSD17B2	0	0.0093
TXLNG	11.4526	8.0924
PPEF1	0.026	0.0189
LAT2	8.6295	5.8368
HUWE1	22.8882	11.7025
ZW10	8.7111	9.2133
ALG9	6.7586	3.8344
MYBPC2	0.0184	0.1608
NOX4	0	0.0036
ACOX3	3.6048	5.3182
MTMR2	7.3488	4.5592
PPP1R15A	235.1284	170.5577
HSD17B14	1.1571	1.9657
TRIP6	8.6765	20.5567
ACHE	0.0611	0.0355
FTL	1750.5493	5287.4061
SRRT	38.2947	31.9914
BAX	13.3098	26.0329
NLK	21.0226	12.0922
PIGS	6.0643	7.1206
ADAMTS2	0.0178	0.1724
TMPRSS11E	0.1067	0.124
ATXN7L3	15.5891	9.7045
PGS1	6.8523	5.7745
PSMC5	22.5083	20.7305
UIMC1	9.1038	12.5147
CETP	2.2858	0.2543
MMP2	0.0231	0.4119
MT3	0	0.012
LPCAT2	0.049	0.2969
GNAO1	0.0046	0.009
OGFOD1	2.9063	4.493
SH3BP2	9.0833	5.6992
NOP14	13.3479	22.8437
ADD1	22.6863	13.9042
L2HGDH	0.9646	1.8881
TXNDC16	4.6337	2.2186
C14orf166	8.8548	17.8182
NID2	0.371	1.0194
GMCL1	6.6806	6.7629
SF3B2	26.1319	30.6711
KLHL42	3.0216	6.5813
GNAS	65.8835	41.797
DNM1L	7.6218	9.9582
PTHLH	0.027	0.2093
PHACTR3	0.015	0.0181
ERGIC2	13.7851	21.4741
TFAP2C	0	0.1103
AURKA	0.366	7.6721
CASS4	0.0585	0.2658
PIR	1.1256	0.5276
AAMDC	4.8	3.9675
RFX2	0.1429	0.1919
METTL2A	3.1745	4.9085
SULT2B1	0.0081	0.0157
ALG6	6.4401	3.9045
CNOT3	14.6634	15.031
GP6	0.0337	0.1961
PTPN4	2.681	2.321
DDX18	22.9336	15.3867
KHSRP	38.5895	44.7575
GNA11	3.5399	2.6045
ASAP3	0.0411	0.124
EDEM2	46.8416	28.3269
DNMT3B	0.5959	0.5009
REM1	0	0.0133
TPX2	0.816	5.974
FER1L4	47.5498	69.2516
PDRG1	4.1999	5.0854
EPB41L1	6.8011	5.1743
SLC15A1	0.0054	0.0158
DOCK9	2.3743	3.1632
ANKRD10	18.4202	28.4878
TGDS	4.5359	9.2482
DOCK3	2.5342	2.0814
C3orf18	8.3685	4.1484
COQ9	3.1747	6.6306
TMEM40	0.0128	0.0186
KIF9	0.842	0.623
ARHGAP28	0.0096	0.0389
CRLS1	6.2209	7.0584
DEFB127	0	0
PPP1R13B	3.2294	1.6852
ATRN	7.4429	4.0124
SMOX	11.5253	3.5764
SIGLEC1	1.6945	2.2996
FKBP1A	17.4318	13.5598
NSFL1C	11.2984	4.4305
SLC4A11	0.0279	0.0866
C20orf194	0.2243	1.1224
ZNF343	3.8602	1.2417
EBF4	0.1779	0.1189
CPXM1	0.0954	0.1386
MAVS	8.8937	3.5597
LZTS3	0.7481	0.4299
F11	0.061	0.0131
XRN2	23.7582	15.9573
KIZ	15.7522	5.2474
DYNLL1	34.1233	36.8039
TESC	0.1421	0.1491
SNX5	5.9294	7.5905
RPL6	195.873	326.9685
SIRPG	0	0
MAPKAPK5	3.5004	2.957
P2RX7	13.4901	5.8148
ESF1	4.2614	2.555
RBBP9	0.8859	0.5893
